Volcano Name	VNUM	Latitude	Longitude	Region	Sub-region	Volcano Type	Unit name	Eruption start day	Eruption start month	Eruption start year	Year BP	Date Error	Dating technique	Date quality	Alternate values	Citation	Tephra fall deposit volume	Qualifier	Error	Alternate values	Citation	Tephra fall DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Ignimbrite deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Ignimbrite DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Primary intra caldera deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Primary intra caldera DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Bulk deposit volume	Qualifier	Error	Quality	Alternate values	Citation	Bulk DRE volume	Qualifier	Error	Quality	Alternate values	Citation	Magma Type	Magma Density	Magnitude	Qualifier	Derivation	Alternate values	Citation	VEI	Qualifier	Derivation	Alternate values	Citation	Column height Min	Citation	Column height Max	Citation	Column height Average	Citation	Alternate values	Intensity Min	Citation	Intensity Max	Citation	Intensity Average	Citation	Alternate values
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Smithsonian Pleistocene Database	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Chesner and Rose (1991)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Decker (1990)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Decker (1990)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Decker (1990)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Smithsonian Pleistocene Database	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Smithsonian Pleistocene Database	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Smithsonian Pleistocene Database	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Smithsonian Pleistocene Database	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Hayakawa (1996a)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Mason et al (2004)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Mason et al (2004)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Hayakawa (1996a)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Mason et al (2004)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Mason et al (2004)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Smithsonian Pleistocene Database	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Mason et al (2004)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Mason et al (2004)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Mason et al (2004)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Mason et al (2004)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Hayakawa (1996a)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Mason et al (2004)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Mason et al (2004)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Mason et al (2004)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Mason et al (2004)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Decker (1990)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Mason et al (2004)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Mason et al (2004)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Decker (1990)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Hayakawa (1996a)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Mason et al (2004)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Mason et al (2004)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Hayakawa (1996a)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Mason et al (2004)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Mason et al (2004)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Hayakawa (1996a)	8		Literature	No	Decker (1990)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Chesner and Rose (1991)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Decker (1990)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Smithsonian Pleistocene Database	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Decker (1990)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Hayakawa (1996a)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Decker (1990)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Mason et al (2004)	8		Literature	No	Decker (1990)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Hayakawa (1996a)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Hayakawa (1996a)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Hayakawa (1996a)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Chesner and Rose (1991)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Hayakawa (1996a)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Chesner and Rose (1991)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Hayakawa (1996a)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Hayakawa (1996a)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Chesner and Rose (1991)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Hayakawa (1996a)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Hayakawa (1996a)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Chesner and Rose (1991)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Hayakawa (1996a)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Hayakawa (1996a)	8		Literature	No	Mason et al (2004)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Smithsonian Pleistocene Database	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Chesner and Rose (1991)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Collapse Caldera Database (2011)	Dacite-Rhyolite		8.8		Literature	No	Hayakawa (1996a)	8		Literature	No	Decker (1990)			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Collapse Caldera Database (2011)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Mason et al (2004)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Smithsonian Pleistocene Database	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Chesner and Rose (1991)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Mason et al (2004)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
Toba	261090	2.58	98.83	Indonesia	Sumatra	Caldera(s)	Younger Toba Tuff				74000		Other technique	Medium quality	No	Mason et al (2004)	1725		575	No		750		250	?	Yes	Chesner and Rose (1991)	2300			?	No		1000			?	Yes	Mason et al (2004)	2300			?	No	Chesner and Rose (1991)	1000			?	No	Chesner and Rose (1991)	2800			?	Yes	Mason et al (2004)	2750		250	1	Yes	Chesner and Rose (1991)	Dacite-Rhyolite		8.8		Literature	No	Pyle (2000)	8		Literature	No	Smithsonian Pleistocene Database			80	Ninkovitch et al (1978)		Ninkovitch et al (1978)	No			12.88				No
